record_id,study_label,title,year,journal,doi,mmat_category,screen_clear_question,screen_data_address_question,c1,c2,c3,c4,c5,rationale_c1,rationale_c2,rationale_c3,rationale_c4,rationale_c5,mmat_overall,criteria_note,applies_prediction_appraisal,probast_participants,probast_predictors,probast_outcome,probast_analysis,probast_overall_rob,probast_overall_applicability,probast_rationale,tripod_ai_data,tripod_ai_model,tripod_ai_validation,tripod_ai_transparency,tripod_ai_overall,reviewer_id,assessed_at,appraisal_note,pilot_batch
REC-AIBIOGU-000544,Marquardt2021,Subgroup-Independent Mapping of Renal Cell Carcinoma-Machine Learning Reveals Prognostic Mitochondrial Gene Signature Beyond Histopathologic Boundaries.,2021,Front Oncol,10.3389/fonc.2021.621278,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + ICGC RECA-EU + CPTAC-3 + GSE157256; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=891 pan-RCC (TCGA) + 3 cohortes externas) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,unclear,high,high,low concern,"Clasificador RF (70/30) con validacion en 3 cohortes externas independientes; el desenlace de sobrevida es analisis secundario, no el foco primario del modelo predictivo.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,Modelo de clustering/clasificacion de subgrupo mas que predictor clinico directo; se marca applies=yes por asociacion pronostica reportada (regla de sobre-aplicar el complemento).,batch-08
REC-AIBIOGU-000545,Huang2021,Exploration of an Integrative Prognostic Model of Radiogenomics Features With Underlying Gene Expression Patterns in Clear Cell Renal Cell Carcinoma.,2021,Front Oncol,10.3389/fonc.2021.640881,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCIA/TCGA (una sola fuente); representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=205 (TCIA+TCGA)) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,low,high,high,low concern,"LASSO-COX y SVM-RFE para features radiomicas + WGCNA para genes; validacion en set de prueba interno (split), sin cohorte externa.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000546,Peng2021,Artificial intelligence prediction model for overall survival of clear cell renal cell carcinoma based on a 21-gene molecular prognostic score system.,2021,Aging (Albany NY),10.18632/aging.202594,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + ICGC; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=531 TCGA + cohorte ICGC externa) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,"mPS por random forest y red neuronal; validado en cohorte ICGC independiente, aunque de tamano menor.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000547,Ma2021,A convention-radiomics CT nomogram for differentiating fat-poor angiomyolipoma from clear cell renal cell carcinoma.,2021,Sci Rep,10.1038/s41598-021-84244-3,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro (Hangzhou)), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=139 (29 fp-AML/110 ccRCC)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,"Modelo diagnostico radiomica+CT convencional; solo validacion cruzada interna (10-fold), sin cohorte externa; muestra pequena y desbalanceada.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000548,Tian2021,Development and Clinical Validation of a Seven-Gene Prognostic Signature Based on Multiple Machine Learning Algorithms in Kidney Cancer.,2021,Cell Transplant,10.1177/0963689720969176,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte GEO GSE53757 + TCGA; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (cohorte GEO (n=154) + TCGA) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,low,high,high,low concern,"Firma de 7 genes (RF+SVM+LASSO) con validacion interna en TCGA; validacion experimental (western blot) de expresion, pero sin cohorte clinica externa independiente.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000551,Kang2020,T1 Stage Clear Cell Renal Cell Carcinoma: A CT-Based Radiomics Nomogram to Estimate the Risk of Recurrence and Metastasis.,2020,Front Oncol,10.3389/fonc.2020.579619,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro (T1 ccRCC)), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=168 (50 agresivos)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,Nomogram radiomico CT con split interno 7:3 unicamente; no hay validacion externa multicentrica.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000554,Jiang2020,Preoperative CT Radiomics Predicting the SSIGN Risk Groups in Patients With Clear Cell Renal Cell Carcinoma: Development and Multicenter Validation.,2020,Front Oncol,10.3389/fonc.2020.00909,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte 3 centros (entrenamiento + 2 validaciones externas); representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.","Datos de desenlace (n=330, 3 centros) reportados con criterios de exclusion explicitos.",Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,unclear,unclear,low concern,"Firma radiomica CT validada en dos cohortes externas multicentricas; manejo de features y calibracion (Hosmer-Lemeshow) adecuados, aunque la seleccion de caracteristicas aun conlleva riesgo residual de sobreajuste.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000555,Tang2020,Novel prognostic prediction model constructed through machine learning on the basis of methylation-driven genes in kidney renal clear cell carcinoma.,2020,Biosci Rep,10.1042/bsr20201604,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA (unica fuente); representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=317 TCGA-KIRC) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,low,high,high,low concern,"Modelo de 4 genes de metilacion por LASSO; validacion solo en grupo de prueba interno del mismo TCGA, sin cohorte externa.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000557,Jiang2020,A Computed Tomography-Based Radiomics Nomogram to Preoperatively Predict Tumor Necrosis in Patients With Clear Cell Renal Cell Carcinoma.,2020,Front Oncol,10.3389/fonc.2020.00592,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte 2 hospitales (entrenamiento + validacion independiente); representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=132 entrenamiento + n=123 validacion externa) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,unclear,unclear,low concern,"Firma radiomica CT validada en cohorte independiente de un segundo hospital; buena calibracion (Hosmer-Lemeshow), aunque el numero de features (37) frente al tamano muestral genera riesgo residual de sobreajuste.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000561,Li2018,Fifteen-gene expression based model predicts the survival of clear cell renal cell carcinoma.,2018,Medicine (Baltimore),10.1097/md.0000000000011839,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + ArrayExpress E-MTAB-1980; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=533 TCGA + n=101 E-MTAB-1980 externa) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,Modelo de 15 genes (random forest variable hunting + Cox) validado en cohorte externa E-MTAB-1980 independiente.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000563,Yin2018,Integrative radiomics expression predicts molecular subtypes of primary clear cell renal cell carcinoma.,2018,Clin Radiol,10.1016/j.crad.2018.04.009,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, muestra muy pequena), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,"N pequeno (n=8 pacientes, 23 especimenes); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.",Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,unclear,unclear,high,high,unclear,"Muestra extremadamente pequena (n=8); el desenlace es un subtipo molecular (ccA/ccB) como proxy de riesgo intratumoral, no un desenlace clinico duro; sin validacion externa.",partial,yes,no,no,partial,REV-ALCIDES-AI,2026-09-22,Tamano muestral (n=8) es una limitacion critica que reduce sustancialmente la confiabilidad del hallazgo; considerar como evidencia hipotesis-generadora.,batch-08
REC-AIBIOGU-000564,Ing2017,A novel machine learning approach reveals latent vascular phenotypes predictive of renal cancer outcome.,2017,Sci Rep,10.1038/s41598-017-13196-4,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + cohortes de validacion independientes; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (descubrimiento n=64 + validacion hasta n=301) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,low,high,high,low concern,"Firma derivada de imagenologia digital (vascular area mask) con validacion en cohortes independientes de mayor tamano (hasta n=301), aunque la cohorte de descubrimiento es pequena (n=64).",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000580,Yi2026,"Effective analysis of testicular seminoma toxicity and mechanisms of acetyl tributyl citrate using network toxicology, bulk RNA sequencing data, single-cell RNA sequencing data, and clinical data.",2026,Front Immunol,10.3389/fimmu.2026.1752528,non_randomized,yes,yes,yes,yes,no,no,cant_tell,TCGA/GEO/clinical cohorts and eligibility described.,"Omics, Cox/LASSO and survival metrics match the question.",Prognostic model trained on mixed TGCT histologies not pure seminoma.,Limited adjustment for confounders or histologic heterogeneity.,Random 50/50 TCGA split only; moderate time-dependent AUC.,low,MMAT non_randomized (retrospective public-data cohort).,yes,high,unclear,low,high,high,high concern,Mixed TGCT training cohort; internal split; ATBC link indirect.,partial,yes,partial,no,partial,REV-ALCIDES,2026-09-21,ATBC exposure not measured in patients; targets inferred from databases.,pilot
REC-AIBIOGU-000591,Ozgun2025,Machine Learning Model Integrating Computed Tomography Image-Derived Radiomics and Circulating miRNAs to Predict Residual Teratoma in Metastatic Nonseminoma Testicular Cancer.,2025,JCO Clin Cancer Inform,10.1200/cci-25-00105,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (una sola institucion, split interno), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=111 (78 entrenamiento/33 prueba)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,"Modelo CatBoost integrando radiomica CT y miARN circulantes; solo split interno entrenamiento/prueba, sin cohorte externa.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000602,Li2024,A predictive system comprising serum microRNAs and radiomics for residual retroperitoneal masses in metastatic nonseminomatous germ cell tumors.,2024,Cell Rep Med,10.1016/j.xcrm.2024.101843,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte cohorte prospectiva de validacion + herramienta web; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (cohorte con set de prueba prospectivo) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,low,unclear,unclear,low concern,"Sistema radiomica-miARN con validacion en set de prueba prospectivo (AUC 0.91) y nomograma dinamico basado en web, lo que fortalece la robustez metodologica frente a validaciones puramente retrospectivas.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000609,Lisson2023,Radiomics and Clinicopathological Characteristics for Predicting Lymph Node Metastasis in Testicular Cancer.,2023,Cancers (Basel),10.3390/cancers15235630,non_randomized,yes,yes,yes,yes,cant_tell,cant_tell,yes,Retrospective early-stage TGCT cohort with stated exclusions (91 patients).,Preoperative CT radiomics and LNM labels appropriate.,Single-center selection (91/167) may limit representativeness.,Clinical factors in models but limited confounding control beyond ML inputs.,"Patient-level train/test split, 10-fold CV, SMOTE and performance metrics.",low,MMAT non_randomized (retrospective imaging cohort).,yes,low,low,unclear,high,high,low concern,LN-instance outcome labeling; SMOTE and high AUC raise overfitting concern.,yes,yes,partial,partial,adequate,REV-ALCIDES,2026-09-21,Outcome defined at segmented LN level with relapse wording; verify pathologic gold standard.,pilot
REC-AIBIOGU-000633,Fu2026,Machine learning–derived exosome-related biomarkers for prostate cancer diagnosis and AKR1B1-centered functional characterization,2026,,10.21203/rs.3.rs-9681475/v1,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + GSE21034 + GSE46602 + GSE134051; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (TCGA-PRAD (n=501+52) + 3 cohortes GEO externas) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,Firma diagnostica de 8 genes exosomales validada en tres cohortes GEO externas independientes; interpretabilidad mediante SHAP.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000641,Zhang2023,Identification of prognostic signature of cancer-associated fibroblasts associated with castration resistance prostate cancer based on Weighted Gene Co-expression Network Analysis,2023,,10.21203/rs.3.rs-2777724/v1,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + GEO GSE116918; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=745 (TCGA+GEO)) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,"Firma pronostica CAF (WGCNA+ML) validada frente a recurrencia bioquimica, metastasis y respuesta a inmunoterapia en cohorte GEO independiente.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000646,Li2022,Prognostic Value and Possible Mechanism of m6A Methyltransferase METTL3 in Prostate Cancer,2022,,10.21203/rs.3.rs-1204194/v1,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + ICGC combinados; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (n=490 TCGA + n=515 TCGA+ICGC combinada) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,"Modelo pronostico METTL3 (M-RM) validado en cohorte combinada TCGA+ICGC; uso justificado de PFS en lugar de OS por escasez de eventos OS en TCGA-PRAD, decision metodologicamente apropiada.",yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000651,Khoraminia2026,Predicting bladder cancer molecular subtypes linked to bacillus Calmette-Guerin response from histology images using deep learning,2026,,10.64898/2026.05.05.26352375,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,"Cohorte cohorte multicentrica (Erasmus MC y colaboradores), preprint medRxiv; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).","Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (cohorte histologica no completamente detallada en el extracto revisado) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,unclear,low,unclear,high,high,unclear,Modelo de deep learning sobre imagenes histologicas para predecir subtipo molecular ligado a respuesta a BCG; el desenlace (subtipo molecular como proxy de respuesta a tratamiento) no es un desenlace clinico duro directo.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Preprint (medRxiv, no revisado por pares); interpretar hallazgos con cautela hasta publicacion final.",batch-08
REC-AIBIOGU-000652,Shu2026,Identification and experimental validation of biomarkers associated with amino acid metabolism and ferroptosis in bladder cancer,2026,,10.21203/rs.3.rs-9388494/v1,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + GEO GSE32894; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (TCGA-BLCA + GSE32894) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,Firma pronostica de 5 genes (metabolismo de aminoacidos/ferroptosis) validada en cohorte GEO externa y con verificacion experimental por RT-qPCR.,yes,yes,yes,yes,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000653,Blondel2025,Deep Learning Bridges Histology and Transcriptomics to Predict Molecular Subtypes and Outcomes in Muscle-Invasive Bladder Cancer,2025,,10.1101/2025.10.23.684013,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte ensayo clinico VESPER + 3 cohortes externas independientes; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.","Datos de desenlace (entrenamiento n=297 (ensayo VESPER) + 3 cohortes de validacion (n=224, 30, 315)) reportados con criterios de exclusion explicitos.",Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,unclear,unclear,unclear,low concern,"Modelo de deep learning entrenado en cohorte de ensayo clinico (VESPER) y validado en tres cohortes independientes con distintos protocolos de tincion/escaneres, ademas de validacion espacial con transcriptomica; metodologia solida para el corpus.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,Preprint bioRxiv; metodologia de validacion multicentrica es la mas robusta observada en este lote.,batch-08
REC-AIBIOGU-000654,Hao2024,Muscle-invasive bladder cancer subtyping and prognosis: a multi-omics study based on a ferroptosis and cuproptosis-related signature,2024,,10.21203/rs.3.rs-4294120/v1,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Cohorte TCGA + 2 cohortes GEO externas; representatividad de poblacion GU no verificable con certeza (seleccion por disponibilidad de datos).,"Fuente de datos, plataforma y variables (omicas/imagen) descritas con suficiente detalle metodologico.",Datos de desenlace (TCGA + GSE13507 + GSE32894) reportados con criterios de exclusion explicitos.,Analisis multivariable/ajuste por factores clinicos independientes incluido en el modelo final.,"Diseno retrospectivo/transversal ejecutado segun lo planeado, sin desviaciones relevantes descritas.",moderate,,yes,low,low,low,high,high,low concern,Firma ferroptosis/cuproptosis MIBC validada en dos cohortes GEO externas y con validacion experimental en lineas celulares.,yes,yes,yes,yes,adequate,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000655,Zhang2023,Predicting preoperative muscle invasion status for bladder cancer using computed tomography-based radiomics nomogram,2023,,10.21203/rs.3.rs-3594547/v1,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, split interno), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=196 (137 entrenamiento/59 prueba)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,"Nomograma radiomica-clinico para invasion muscular; solo validacion interna con split aleatorio, sin cohorte externa.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000656,LV2023,Feasibility Analysis of Arterial CT Radiomics Model to Predict the Risk of Local and Metastatic Recurrence after Radical Cystectomy for Bladder Cancer,2023,,10.21203/rs.3.rs-3182123/v1,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, split interno), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=134 (93 entrenamiento/41 validacion)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,"Nomograma radiomica arterial CT para prediccion de recurrencia; validacion solo interna, muestra pequena (24 recurrencias).",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000657,Li2023,Prediction of histopathologic grades of bladder cancer with radiomics based on MRI: comparison with traditional MRI,2023,,10.21203/rs.3.rs-3188308/v1,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, split interno), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=255 (113 bajo grado/142 alto grado)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,"Modelo radiomica MRI (T2WI/ADC) para grado histopatologico; validacion solo interna, sin cohorte externa.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Comparte cohorte (n=255) con REC-AIBIOGU-000659 (mismo grupo/autores, distinto enfoque de secuencias MRI); posible solapamiento de muestra entre ambos estudios del corpus.",batch-08
REC-AIBIOGU-000658,Zhou2021,"A Novel Nomogram Combined With Radiomics Features, Age and Albuminuria to Predict the Pathological Grade of Bladder Cancer Running Title: Application Study on the Prediction Model of Bladder Cancer Pathological Grade Based on Parameters of Thin-layer Enhanced CT. Author Information",2021,,10.21203/rs.3.rs-891133/v1,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, split interno 7:3), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=372 (190 HGUC/182 LGUC)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,Nomograma radiomica CT+edad+albuminuria para grado patologico; validacion interna unicamente.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-08
REC-AIBIOGU-000659,Li2023,Prediction of bladder cancer grade based on biparametric MRI radiomics: comparison with traditional MRI,2023,,10.21203/rs.3.rs-2875307/v1,non_randomized,yes,yes,no,yes,cant_tell,no,yes,"Cohorte de un solo centro (un centro, split interno), muestra de conveniencia, representatividad limitada.",Adquisicion de imagen/expresion y extraccion de caracteristicas descritas de forma reproducible.,N pequeno (n=255 (113 bajo grado/142 alto grado)); no se detalla perdida de seguimiento o datos faltantes de forma exhaustiva.,Ajuste por confusores limitado o ausente mas alla de las variables incluidas en el nomograma final.,"Estudio retrospectivo de un centro ejecutado segun protocolo declarado, sin aleatorizacion.",low,,yes,high,low,low,high,high,low concern,Modelo radiomica bp-MRI (ADC+T2WI) para grado de BCa; validacion solo interna; los propios autores reconocen la necesidad de validacion multicentrica.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,"Comparte cohorte (n=255) con REC-AIBIOGU-000657 (mismo grupo/autores, distinto enfoque de secuencias MRI); posible solapamiento de muestra entre ambos estudios del corpus.",batch-08
