hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:40457401	MED	40457401	Unsupervised learning-based quantitative analysis of CT intratumoral subregions predicts risk stratification of bladder cancer patients.	2025	BMC Med	10.1186/s12916-025-04163-2	Included		Unsupervised CT subregion radiomics predicts muscle invasion and AJCC stage in bladder cancer, with external AUROCs of 0.884 and 0.832.	batch-07
MED:41514540	MED	41514540	Using Artificial Intelligence as a Risk Prediction Model in Patients with Equivocal Multiparametric Prostate MRI Findings.	2025	Cancers (Basel)	10.3390/cancers18010028	Excluded	wrong publication type	Topical review of artificial intelligence for risk prediction in equivocal PI-RADS 3 prostate MRI, kept for context rather than as an included study.	batch-07
MED:42260809	MED	42260809	A CT-based radiomics model for noninvasive prediction of MMP9 expression and prognostic evaluation in renal cell carcinoma.	2026	Medicine (Baltimore)	10.1097/md.0000000000048992	Included		A three-feature CT radiomics score noninvasively predicts MMP9 expression in renal cell carcinoma (AUC 0.865) and is an independent prognostic factor.	batch-07
MED:42196432	MED	42196432	A Multi-Omics Framework Reveals Tumor Heterogeneity and Predicts Therapeutic Targets in Renal Cell Carcinoma.	2026	Int J Mol Sci	10.3390/ijms27104456	Excluded	wrong intervention	A multi-omics computational framework links cell states to prognosis in renal cell carcinoma but does not use machine learning to derive a biomarker.	batch-07
MED:42352513	MED	42352513	A Multimodal Artificial Intelligence Model to Guide Use of Whole-Pelvic Radiation Therapy in Patients with Localized Prostate Cancer: Exploratory Analysis of RTOG 9413.	2026	Cancers (Basel)	10.3390/cancers18121982	Excluded	wrong intervention	This exploratory trial analysis applies a previously validated multimodal artificial intelligence score and does not discover a new biomarker.	batch-07
MED:42015962	MED	42015962	A Novel Radiomics-based Interpretable Model for Bladder Cancer Grade Prediction Using White-Light Cystoscopy Images.	2026	Eur Urol Open Sci	10.1016/j.euros.2026.03.018	Included		White-light cystoscopy radiomics predicts bladder cancer grade and identifies channel-specific imaging patterns, with an external AUC of 0.79.	batch-07
MED:41266221	MED	41266221	A Transformer-Based Model Integrating Intratumoral Habitats and Peritumoral Radiomics for Detecting Pelvic Lymph Node Metastasis in Prostate Cancer.	2026	Acad Radiol	10.1016/j.acra.2025.10.059	Included		Habitat and peritumoral radiomics in a transformer model predict pelvic lymph-node metastasis in prostate cancer, with AUCs of 0.824 to 0.917.	batch-07
MED:41606245	MED	41606245	A comprehensive multi-task deep learning model for kidney cancer: histological subtyping, clinical staging, and anatomical complexity grading.	2026	Eur Radiol	10.1007/s00330-026-12322-z	Excluded	wrong outcome	A multi-task CT deep-learning model performs histologic subtyping, clinical staging, and anatomical complexity grading without deriving a biomarker.	batch-07
MED:42259830	MED	42259830	A disease-centric vision-language foundation model for precision oncology in kidney cancer.	2026	Nat Commun	10.1038/s41467-026-74175-w	Included		Full text: RenalCLIP is trained on kidney CT and evaluated for malignancy, aggressiveness, and survival on internal and external cohorts, beyond anatomical detection alone.	maybe_ft_2026-09-23
MED:42101624	MED	42101624	A multicenter study of automatic segmentation-based multimodal fusion integrating radiomics, deep learning, and clinical parameters for prostate cancer detection.	2026	Abdom Radiol (NY)	10.1007/s00261-026-05548-4	Included		Automated-segmentation MRI radiomics and deep-learning features detect prostate cancer in a multicenter cohort, with an external combined-model AUC of 0.902.	batch-07
MED:41706247	MED	41706247	A pathomics-based pyroptosis signature predicts survival in clear cell renal cell carcinoma.	2026	Discov Oncol	10.1007/s12672-026-04685-y	Included		A pathomics signature tied to pyroptosis-related genes independently predicts survival in clear cell renal cell carcinoma, with 1-year AUC 0.744.	batch-07
MED:42342957	MED	42342957	A perioperative multi-modal fusion and deep learning-based prognostic system for upper tract urothelial carcinoma: a multi-institutional study.	2026	Insights Imaging	10.1186/s13244-026-02337-x	Included		Fused clinical, radiomic, and deep-learning CT features predict overall survival in upper-tract urothelial carcinoma, with an external 3-year AUC of 0.766.	batch-07
MED:41196458	MED	41196458	A radiogenomics biomarker based on tumor angiogenesis for non-invasive prognosis of clear cell renal cell carcinoma.	2026	Clin Transl Oncol	10.1007/s12094-025-04109-3	Included		An eight-gene angiogenesis signature and six linked CT radiomic features stratify survival in clear cell renal cell carcinoma, with a testing AUC of 0.814 for the imaging correlate.	batch-07
MED:42194817	MED	42194817	Advancing Genitourinary Cancer Surgery: The Role of Artificial Intelligence and Robotics.	2026	J Clin Med	10.3390/jcm15103856	Excluded	wrong publication type	Topical review of artificial intelligence and robotics in genitourinary cancer surgery, kept for context rather than as an included study.	batch-07
MED:41827703	MED	41827703	Angiogenesis-Informed Preoperative CT Radiogenomics Predicts Overall Survival in Clear Cell Renal Cell Carcinoma: Development and External Validation.	2026	Cancers (Basel)	10.3390/cancers18050768	Included		An angiogenesis-related five-gene radiogenomic signature predicts overall survival in clear cell renal cell carcinoma, with external C-indexes of 0.800, 0.726, and 0.703 at 1, 3, and 5 years.	batch-07
MED:42285048	MED	42285048	Application Value of Radiomics-Based Machine Learning for Preoperative Risk Stratification of Bladder Cancer: Systematic Review and Meta-Analysis.	2026	J Med Internet Res	10.2196/81084	Excluded	wrong publication type	Topical systematic review and meta-analysis of radiomics machine learning for preoperative bladder cancer risk stratification, kept for context rather than as an included study.	batch-07
PPR:PPR1187693	PPR	PPR1187693	Application of Deep Learning for Preoperative prostate MRI segmentation in Postoperative Inguinal Hernia Prediction after robot-assisted radical prostatectomy	2026		10.21203/rs.3.rs-9224900/v1	Excluded	wrong outcome	Deep learning is used only to segment the prostate so that size measurements can predict postoperative inguinal hernia, not a cancer biomarker.	batch-07
MED:41918861	MED	41918861	Application of adaptive deep learning-based automatic segmentation in radiomics model for preoperative WHO/ISUP grading of clear cell renal cell carcinoma: a retrospective comparative study with manual segmentation.	2026	PeerJ	10.7717/peerj.21022	Included		CT radiomics, whether tumors are segmented manually or by nnU-Net, predicts WHO/ISUP grade in clear cell renal cell carcinoma, with an automatic-segmentation AUC of 0.865.	batch-07
MED:41928166	MED	41928166	Application of contrast-enhanced CT-based radiomics with machine learning to predict WHO/ISUP grading in clear cell renal cell carcinoma.	2026	BMC Cancer	10.1186/s12885-026-15794-w	Included		Contrast-enhanced CT radiomics machine-learning models distinguish high-grade from low-grade clear cell renal cell carcinoma, with several classifiers reporting perfect test-set AUCs in a small cohort.	batch-07
MED:41388186	MED	41388186	Artificial Intelligence (AI)-based tools in the diagnosis and management of prostate cancer: a systematic review and meta-analysis.	2026	Prostate Cancer Prostatic Dis	10.1038/s41391-025-01060-w	Excluded	wrong publication type	Topical systematic review and meta-analysis of artificial intelligence tools for prostate cancer diagnosis and prognosis, kept for context rather than as an included study.	batch-07
MED:42483695	MED	42483695	Artificial Intelligence Versus Conventional Methods for NCCN Risk Stratification in Localized Prostate Cancer (2020-2025): A Systematic Review.	2026	Prostate Cancer	10.1155/proc/9923959	Excluded	wrong publication type	Topical systematic review comparing artificial intelligence with NCCN risk groups in localized prostate cancer, kept for context rather than as an included study.	batch-07
MED:41348934	MED	41348934	Artificial Intelligence in Prostate MRI: Addressing Current Limitations Through Emerging Technologies.	2026	J Magn Reson Imaging	10.1002/jmri.70189	Excluded	wrong publication type	Topical review of artificial intelligence for prostate MRI acquisition, detection, and prognosis, kept for context rather than as an included study.	batch-07
MED:41892179	MED	41892179	Artificial Intelligence in Prostate MRI: Comparison of an AI-Based Software and an Experienced Radiologist for Detecting Clinically Significant Prostate Cancer.	2026	Curr Oncol	10.3390/curroncol33030151	Excluded	wrong outcome	An artificial intelligence software package is compared with a radiologist for detecting clinically significant prostate cancer and no biomarker is derived.	batch-07
MED:42571542	MED	42571542	Artificial Intelligence in the Detection, Characterization, and Management of Renal Masses: A Narrative Review.	2026	Cureus	10.7759/cureus.112349	Excluded	wrong publication type	Topical narrative review of artificial intelligence for detection, characterization, and management of renal masses, kept for context rather than as an included study.	batch-07
MED:42122119	MED	42122119	Artificial Intelligence-Enhanced Multiparametric MRI and VI-RADS in Bladder Cancer: Current Evidence, Clinical Opportunities and Barriers to Translation.	2026	Cancers (Basel)	10.3390/cancers18091322	Excluded	wrong publication type	Topical review of artificial intelligence with multiparametric MRI and VI-RADS for bladder cancer staging, kept for context rather than as an included study.	batch-07
MED:41874614	MED	41874614	Artificial intelligence and radiomics in bladder cancer MRI: a scoping review of applications, performance, and barriers to clinical translation.	2026	Abdom Radiol (NY)	10.1007/s00261-026-05457-6	Excluded	wrong publication type	Topical scoping review of artificial intelligence and radiomics in bladder cancer MRI, kept for context rather than as an included study.	batch-07
MED:41808601	MED	41808601	Artificial intelligence for detection, grading, and prognostication in prostate cancer pathology: A scoping review.	2026	Histol Histopathol	10.14670/hh-25-059	Excluded	wrong publication type	Topical scoping review of artificial intelligence for detection, grading, and prognosis in prostate cancer pathology, kept for context rather than as an included study.	batch-07
MED:41483979	MED	41483979	Artificial intelligence in diagnostic, prognostic, and predictive genomic biomarkers for prostate cancer: Ready for prime time?	2026	Urol Oncol	10.1016/j.urolonc.2025.12.001	Excluded	wrong publication type	Topical systematic review of artificial intelligence for genomic biomarkers in prostate cancer, kept for context rather than as an included study.	batch-07
MED:41384695	MED	41384695	Artificial intelligence in genitourinary pathology.	2026	Histopathology	10.1111/his.70020	Excluded	wrong publication type	Topical review of artificial intelligence in genitourinary pathology, kept for context rather than as an included study.	batch-07
MED:42290155	MED	42290155	Artificial intelligence in kidney cancer: a review of clinical applications across the disease spectrum.	2026	Curr Opin Urol	10.1097/mou.0000000000001416	Excluded	wrong publication type	Topical review of artificial intelligence applications across the kidney cancer care spectrum, kept for context rather than as an included study.	batch-07
MED:41208283	MED	41208283	Artificial intelligence in kidney disease and dialysis: from data mining to clinical impact.	2026	Curr Opin Nephrol Hypertens	10.1097/mnh.0000000000001132	Excluded	wrong publication type	Review of artificial intelligence in non-neoplastic kidney disease and dialysis, not a primary genitourinary oncology study.	batch-07
MED:42582183	MED	42582183	Artificial intelligence in prostate biopsy: diagnostic applications, risk stratification, and precision oncology.	2026	Front Oncol	10.3389/fonc.2026.1915581	Excluded	wrong publication type	Topical review of artificial intelligence for prostate biopsy detection, grading, and risk stratification, kept for context rather than as an included study.	batch-07
MED:42545470	MED	42545470	Artificial intelligence in the radiologic diagnosis of major urological cancers: a meta-analysis.	2026	World J Urol	10.1007/s00345-026-06635-3	Excluded	wrong publication type	Topical meta-analysis of artificial intelligence for radiologic diagnosis of major urological cancers, kept for context rather than as an included study.	batch-07
MED:41800500	MED	41800500	Artificial intelligence in urological malignancy diagnosis and prognosis: current status and future prospects.	2026	Can J Urol	10.32604/cju.2026.076084	Excluded	wrong publication type	Topical review of artificial intelligence for diagnosis and prognosis of prostate, bladder, and kidney cancers, kept for context rather than as an included study.	batch-07
MED:41423376	MED	41423376	Artificial intelligence-driven prostate cancer diagnosis: Enhancing accuracy and personalizing patient care.	2026	Urol Oncol	10.1016/j.urolonc.2025.11.013	Excluded	wrong publication type	Topical narrative review of artificial intelligence for prostate cancer imaging and pathology diagnosis, kept for context rather than as an included study.	batch-07
MED:42506161	MED	42506161	B-Mode Ultrasound Radiomics for Differentiating Benign and Malignant Small Hyperechoic Renal Masses: An Exploratory Single-Center Experience.	2026	J Imaging	10.3390/jimaging12070315	Included		B-mode ultrasound radiomics separates small hyperechoic renal cell carcinomas from angiomyolipomas, with first-order variance reaching an AUC of 0.837.	batch-07
MED:41398999	MED	41398999	Biparametric MRI-Based Habitat Analysis Integrated With Deep Learning for Predicting Clinically Significant Prostate Cancer in PI-RADS Category 3 Lesions.	2026	J Magn Reson Imaging	10.1002/jmri.70205	Included		Habitat deep-learning features from biparametric MRI predict clinically significant prostate cancer in PI-RADS 3 lesions, with an external combined-model AUC of 0.949.	batch-07
MED:42315441	MED	42315441	"Bridging the Gap from ""Paper"" to ""Patient"": An Overview and Quality Assessment of PET/CT-Based Radiomics for Prostate Cancer Using the Updated RQS 2.0."	2026	Acad Radiol	10.1016/j.acra.2026.05.016	Excluded	wrong publication type	Topical systematic review scoring the methodological quality of PET radiomics studies in prostate cancer, kept for context rather than as an included study.	batch-07
MED:42512891	MED	42512891	CT-Based Radiomics for Prediction of Molecular Markers in Clear Cell Renal Cell Carcinoma: A Comprehensive Review.	2026	Medicina (Kaunas)	10.3390/medicina62071349	Excluded	wrong publication type	Topical review of CT radiomics for predicting molecular markers in clear cell renal cell carcinoma, kept for context rather than as an included study.	batch-07
MED:42279340	MED	42279340	CT-Based Radiomics in the Characterization of Solid Renal Tumors: A Systematic Review.	2026	Cancers (Basel)	10.3390/cancers18111758	Excluded	wrong publication type	Topical systematic review of CT radiomics for characterizing solid renal tumors, kept for context rather than as an included study.	batch-07
MED:42317355	MED	42317355	CT-based radiogenomic prediction of ICAM1 and RAET1E as biomarkers of NK cytotoxicity in clear cell renal cell carcinoma.	2026	Front Immunol	10.3389/fimmu.2026.1773251	Included		CT radiomics estimates ICAM1 and RAET1E expression as natural-killer cytotoxicity biomarkers in clear cell renal cell carcinoma, with accuracies of 76.9% and 73.1%.	batch-07
MED:42431796	MED	42431796	"Clinical-Radiomics Model Based on T2-Weighted and Diffusion-Weighted Magnetic Resonance Images on Predicting ""Double Gray Zone"" Prostate Cancer of PSA and PI-RADS."	2026	Acad Radiol	10.1016/j.acra.2026.06.033	Included		A T2-weighted and diffusion radiomics signature identifies prostate cancer in the PSA and PI-RADS double gray zone, with a validation combined-model AUC of 0.867.	batch-07
MED:42034832	MED	42034832	Combined radiomics, PI-RADS, and clinical model improve significant prostate cancer prediction and guide biopsy decision.	2026	Insights Imaging	10.1186/s13244-026-02295-4	Included		Handcrafted MRI radiomics discriminates significant prostate cancer and, combined with PI-RADS and clinical variables, reaches a validation AUC of 0.891.	batch-07
MED:41892194	MED	41892194	Current Applications and Future Directions of Artificial Intelligence in Prostate Cancer Diagnosis: A Narrative Review.	2026	Curr Oncol	10.3390/curroncol33030166	Excluded	wrong publication type	Topical narrative review of artificial intelligence in prostate cancer diagnosis, kept for context rather than as an included study.	batch-07
MED:42247403	MED	42247403	Deep learning models built from PSMA PET of the primary tumor can predict synchronous and metachronous prostate cancer metastases.	2026	PLoS One	10.1371/journal.pone.0349825	Included		A convolutional network trained on primary-tumor PSMA PET uptake predicts synchronous and metachronous prostate cancer metastases, with a multimodal AUC of 0.82.	batch-07
MED:41756314	MED	41756314	Developing an interpretable clinical-radiomics machine learning model using whole transition zone MRI analysis for improving diagnosis of transition zone prostate cancer.	2026	Front Oncol	10.3389/fonc.2026.1716482	Included		An MRI radiomics model derived a transition-zone signature that distinguished prostate cancer from benign hyperplasia, with AUCs reported.	batch-08
MED:42214056	MED	42214056	Development and External Validation of a Machine Learning-Based Risk Classification Score for Prostate Cancer-Specific Cardiovascular Risk.	2026	JCO Oncol Pract	10.1200/op-26-00131	Excluded	wrong intervention	The score predicts cardiovascular events from established variables such as age, smoking, and Gleason score and does not discover a new cancer biomarker.	batch-08
MED:41760414	MED	41760414	Development and Validation of Radiomics and Clinical Models for Predicting Gleason Grades in Prostate Cancer Across Tumor Subregions and Clinical Factors: A Dual-Center Study.	2026	Acad Radiol	10.1016/j.acra.2026.02.006	Included		A dual-center radiomics signature predicted high versus low Gleason grade in prostate cancer, with an external AUC reported.	batch-08
MED:41972042	MED	41972042	Development and validation of a deep learning radiomics model for predicting capsular invasion in small renal masses: a multicenter retrospective study.	2026	Quant Imaging Med Surg	10.21037/qims-2025-1-2539	Included		A CT deep-learning radiomics model predicted renal capsular invasion in small renal masses, with an external AUC reported.	batch-08
MED:42293856	MED	42293856	Development and validation of a machine learning-based radiomics model using 45-keV virtual monoenergetic images for differentiating fat-poor angiomyolipoma from clear cell renal cell carcinoma.	2026	Transl Androl Urol	10.21037/tau-2026-1-0020	Included		A machine-learning radiomics signature on virtual monoenergetic CT differentiated fat-poor angiomyolipoma from clear-cell renal cell carcinoma, with a validation AUC reported.	batch-08
MED:41839858	MED	41839858	Development and validation of machine learning prognostic models for overall survival in non-surgical prostate cancer patients with bone metastases.	2026	Aging Male	10.1080/13685538.2026.2644725	Excluded	wrong intervention	Overall survival was modeled from established clinical factors such as Gleason score, stage, and age, without a new biomarker.	batch-08
MED:41937989	MED	41937989	Diagnostic performance of magnetic resonance imaging-based radiomics for detecting prostate cancer: A systematic review and meta-analysis.	2026	World J Radiol	10.4329/wjr.v18.i3.116826	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of MRI radiomics for prostate cancer detection, kept for context and not as an included study.	batch-08
MED:41546827	MED	41546827	Diagnostic performance of radiomics for detecting and characterising upper tract urothelial carcinoma (UTUC): a systematic review.	2026	World J Urol	10.1007/s00345-026-06191-w	Excluded	wrong publication type	This is a topical systematic review of radiomics for upper-tract urothelial carcinoma, kept for context and not as an included study.	batch-08
MED:41639828	MED	41639828	Differentiation of venous thrombus consistency in patients with renal cell carcinoma using volumetric analysis of computed tomography first-order radiomic features.	2026	BMC Cancer	10.1186/s12885-026-15700-4	Excluded	wrong intervention	Venous-thrombus consistency was linked to univariate CT density statistics, without a machine-learning or feature-selection radiomics model.	batch-08
MED:41698677	MED	41698677	Digital pathology-based artificial intelligence algorithms in prostate cancer: inside the 'black box'.	2026	BJU Int	10.1111/bju.70164	Excluded	wrong publication type	This is a topical review of digital-pathology artificial intelligence in prostate cancer, kept for context and not as an included study.	batch-08
MED:42668540	MED	42668540	Enhanced CT-based deep learning radiomics for bladder cancer prognosis.	2026	Mil Med Res	10.1016/j.mmr.2026.100065	Excluded	wrong publication type	Full text is a commentary on another group's bladder CT model, not a primary study.	maybe_ft_2026-09-23
MED:42049617	MED	42049617	Evaluating Clinically Significant Prostate Cancer with Pathology-Registered Radiomics: A Multi-Reader Assessment Using Lesion Diameter-based Simplified Segmentations on MRI.	2026	Acad Radiol	10.1016/j.acra.2026.04.017	Included		A pathology-registered MRI radiomics signature detected clinically significant prostate cancer, with AUC reported.	batch-08
MED:42122046	MED	42122046	Explainable Machine Learning-Based Overall Survival Classification in Prostate Adenocarcinoma Using Integrated Clinical and Transcriptomic Features.	2026	Diagnostics (Basel)	10.3390/diagnostics16091345	Excluded	wrong intervention	Survival classification reused established clinical and precomputed molecular scores, including progression-free survival and hypoxia scores, rather than a newly derived biomarker.	batch-08
PPR:PPR1150475	PPR	PPR1150475	Explainable and Visualizable Machine Learning Model Development and Validation for 5-Year Postoperative Survival Prediction in Prostate Cancer Patients Aged ≥ 65 Years	2026		10.21203/rs.3.rs-8665949/v1	Excluded	wrong intervention	Five-year postoperative survival was predicted from routine laboratory and clinicopathologic variables such as PSA, Gleason score, and stage, without a new biomarker.	batch-08
MED:42082925	MED	42082925	Explainable and visualizable machine learning model development and validation for 5-year postoperative survival prediction in prostate cancer patients aged ≥ 65 years.	2026	BMC Geriatr	10.1186/s12877-026-07551-2	Excluded	wrong intervention	Five-year postoperative survival was predicted from routine laboratory and clinicopathologic variables such as PSA, Gleason score, and stage, without a new biomarker.	batch-08
MED:41427530	MED	41427530	Ferroptosis in renal cell carcinoma: integrative multi-omics insights and therapeutic perspectives.	2026	Int J Surg	10.1097/js9.0000000000004583	Excluded	wrong publication type	This is a topical review of ferroptosis and multi-omics in renal cell carcinoma, kept for context and not as an included study.	batch-08
MED:42294344	MED	42294344	From AI-based image analysis to surgical decision support in prostate cancer: interdisciplinary application of the international radiomics platform.	2026	Front Oncol	10.3389/fonc.2026.1816463	Included		MRI radiomics models were developed and tested for extracapsular extension and surgical-margin risk in prostate cancer, with AUCs reported.	batch-08
MED:41969325	MED	41969325	From prostate-specific antigen to precision: The future of prostate cancer diagnosis with artificial intelligence, biomarkers, and imaging.	2026	Curr Urol	10.1097/cu9.0000000000000326	Excluded	wrong publication type	This is a topical review of artificial intelligence, biomarkers, and imaging for prostate cancer diagnosis, kept for context and not as an included study.	batch-08
MED:41547629	MED	41547629	Generalizable Deep Learning for Prostate Cancer Risk Stratification: Multicenter Study Integrating &lt;sup&gt;18&lt;/sup&gt;F-PSMA-1007 PET/CT and mpMRI.	2026	Acad Radiol	10.1016/j.acra.2025.12.050	Excluded	wrong outcome	A deep-learning classifier predicted known labels of ISUP grade, extracapsular extension, and margins from PET/MRI without deriving a biomarker signature.	batch-08
MED:42012493	MED	42012493	Habitat-based radiomics-clinical analysis for early prediction of bladder cancer recurrence: a retrospective cohort study.	2026	Abdom Radiol (NY)	10.1007/s00261-026-05516-y	Included		A habitat radiomics signature predicted bladder cancer recurrence, with a validation AUC reported.	batch-08
MED:42419189	MED	42419189	Identification and verification of immunogenic cell death-related signatures derived from bone metastasis of prostate cancer based on multi-omics and machine learning algorithms.	2026	Comput Biol Chem	10.1016/j.compbiolchem.2026.109230	Included		Machine learning derived an eight-gene immunogenic-cell-death signature associated with prognosis and immunotherapy response in metastatic prostate cancer.	batch-08
MED:41882722	MED	41882722	In-silico study of machine learning discovers de novo lipogenesis for predicting prognosis and immunotherapy responses in kidney renal clear cell carcinoma.	2026	Biol Direct	10.1186/s13062-026-00757-9	Included		A machine-learning de novo lipogenesis gene score predicted survival and immunotherapy response in clear-cell renal cell carcinoma, with C-index and AUC reported.	batch-08
MED:41882853	MED	41882853	Integrating Artificial Intelligence into Prostate MR Imaging: Technical Foundations, Clinical Applications, and Workflow Implications.	2026	Magn Reson Med Sci	10.2463/mrms.rev.2025-0209	Excluded	wrong publication type	This is a topical narrative review of artificial intelligence for prostate MRI detection, segmentation, and workflow, kept for context and not as an included study.	batch-08
MED:41390951	MED	41390951	Integrating artificial intelligence across the bladder cancer continuum: progress, promise, and pitfalls.	2026	Expert Rev Anticancer Ther	10.1080/14737140.2025.2604617	Excluded	wrong publication type	This is a topical review of artificial intelligence across the bladder cancer care pathway, kept for context and not as an included study.	batch-08
MED:41706814	MED	41706814	Integrating machine learning and Mendelian randomization for identifying genetic biomarkers in bladder cancer: implications for early diagnosis and targeted therapies.	2026	Int J Surg	10.1097/js9.0000000000003833	Included		Machine learning on human bladder cancer transcriptomes prioritized FAM107A as a diagnostic genetic biomarker, with AUC reported.	batch-08
MED:42625671	MED	42625671	Integrating single-cell analysis and machine learning algorithms to explore lactylation-related molecular mechanisms and therapeutic responses in clear cell renal cell carcinoma and identifying CDT1 as a potential biomarker.	2026	Front Endocrinol (Lausanne)	10.3389/fendo.2026.1883553	Included		Machine learning built a 13-gene lactylation signature for prognosis and treatment response in clear-cell renal cell carcinoma and nominated CDT1.	batch-08
MED:41268830	MED	41268830	Integrative Deep Learning from H&amp;E Images Reveals Prognostically Distinct Pathology-Based Subtypes in Bladder Cancer.	2026	Curr Cancer Drug Targets	10.2174/0115680096434051251113094536	Included		Deep-learning features from bladder cancer histology defined pathomic subtypes with distinct survival and molecular profiles.	batch-08
MED:41203263	MED	41203263	Integrative Machine Learning Model Leveraging DCE-MRI and PSA Values for Advanced Risk Stratification in Prostate Cancer.	2026	J Clin Ultrasound	10.1002/jcu.70129	Excluded	wrong intervention	The model combines established DCE-MRI pharmacokinetic parameters with PSA to predict ISUP grade and does not discover a new biomarker.	batch-08
MED:42251607	MED	42251607	Integrative multi-omics identifies a glycosylation-based prognostic framework and nominates ALG3 for targeted therapy in bladder cancer.	2026	Discov Oncol	10.1007/s12672-026-05387-1	Included		LASSO derived a nine-gene glycosylation signature that stratified bladder cancer survival, with AUC reported, and nominated ALG3.	batch-08
MED:42406147	MED	42406147	Interpretable machine learning model of contrast-enhanced CT radiomics for predicting post-BCG recurrence in high-grade non-muscle-invasive bladder cancer.	2026	World J Urol	10.1007/s00345-026-06595-8	Included		A contrast-enhanced CT radiomics score predicted five-year recurrence after BCG in high-grade non-muscle-invasive bladder cancer, with AUC reported.	batch-08
MED:41549273	MED	41549273	Interpretable machine learning using CT radiomics predicts pathological upgrading after secondary resection in non-muscle-invasive bladder cancer.	2026	BMC Cancer	10.1186/s12885-026-15554-w	Included		A CT radiomics model predicted pathologic upgrading after repeat resection of non-muscle-invasive bladder cancer, with internal and external AUCs reported.	batch-08
MED:41711878	MED	41711878	MRI-based habitat radiomics for assessing synchronous metastatic risk in renal cell carcinoma: a multicenter study.	2026	Abdom Radiol (NY)	10.1007/s00261-026-05422-3	Included		An MRI habitat radiomics signature assessed synchronous metastatic risk in renal cell carcinoma, with external AUC reported.	batch-08
MED:41768252	MED	41768252	Machine learning approaches for predicting progression in hormone-sensitive prostate cancer patients.	2026	Front Oncol	10.3389/fonc.2026.1704671	Excluded	wrong intervention	Progression to castration resistance was predicted from baseline clinical data, without discovery of a new biomarker.	batch-08
MED:41809788	MED	41809788	Machine learning identifies a DNA repair-related risk model for bladder cancer and functionally characterizes ZWINT as a potential oncogenic factor.	2026	Transl Androl Urol	10.21037/tau-2025-710	Included		Machine learning derived a DNA-repair gene risk score that stratified bladder cancer survival and treatment response and highlighted ZWINT.	batch-08
MED:42164390	MED	42164390	Machine learning integration of multi-omics data develops a sarcomatoid-related renal cell carcinoma score (SARS) for prognosis stratification and guiding therapy.	2026	Transl Androl Urol	10.21037/tau-2025-1-905	Included		A machine-learning multi-omics score from sarcomatoid-associated genes stratified survival and therapy benefit in clear-cell renal cell carcinoma.	batch-08
MED:42240645	MED	42240645	Machine learning of multiparametric MRI radiomics preoperatively distinguishes testicular seminoma from non-seminoma: a multicenter study.	2026	Abdom Radiol (NY)	10.1007/s00261-026-05550-w	Included		An MRI radiomics signature distinguished testicular seminoma from non-seminoma, with an external AUC reported.	batch-08
MED:41568074	MED	41568074	Machine learning-based multi-class classification of bladder pathologies using fused 3D CT radiomic and 3D auto-encoder deep features.	2026	Eur J Radiol Open	10.1016/j.ejro.2026.100728	Included		LASSO-selected CT radiomic and deep features formed a signature that classified bladder cancer among other bladder pathologies, with AUROCs reported.	batch-08
MED:42582947	MED	42582947	Machine learning-derived mast cell-associated angiogenesis features can serve as prognostic targets for clear cell renal cell carcinoma.	2026	Transl Androl Urol	10.21037/tau-2026-0248	Included		Machine learning derived a mast-cell angiogenesis score with reported prognostic accuracy in clear-cell renal cell carcinoma and nominated TIMP1 and EMCN.	batch-08
MED:42412916	MED	42412916	Magnetic Resonance Imaging-Based Artificial Intelligence in Predicting Prostate Cancer Biochemical Recurrence: Systematic Review and Meta-Analysis.	2026	J Med Internet Res	10.2196/85360	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of MRI-based artificial intelligence for biochemical recurrence, kept for context and not as an included study.	batch-08
MED:41231645	MED	41231645	Mapping the application landscape of artificial intelligence in prostate cancer: a global bibliometric analysis.	2026	Int J Surg	10.1097/js9.0000000000003828	Excluded	wrong publication type	This is a bibliometric survey of artificial intelligence in prostate cancer, kept for context and not as an included primary study.	batch-08
MED:42702836	MED	42702836	Multi-Omics Integration Identifies a Five-Gene Metabolic Signature With Experimental Validation in Clear Cell Renal Cell Carcinoma.	2026	Cancer Rep (Hoboken)	10.1002/cnr2.70673	Included		A machine-learning model prioritized a five-gene metabolic signature that predicted clear-cell renal cell carcinoma outcome beyond clinical stage.	batch-08
MED:41846032	MED	41846032	Multi-omics analysis and preliminary experimental validation of acetyl tributyl citrate (ATBC) promoting bladder cancer progression via the AKR1B1/EMT axis.	2026	Environ Pollut	10.1016/j.envpol.2026.127970	Excluded	wrong intervention	AKR1B1 was prioritized by target prediction, differential expression, and docking, without a stated machine-learning biomarker model.	batch-08
MED:41790354	MED	41790354	Multi-omics analysis suggests ZDHHC18 as a potential risk factor for clear cell renal cell carcinoma linked to myeloid DC morphology.	2026	Discov Oncol	10.1007/s12672-026-04627-8	Excluded	wrong intervention	ZDHHC18 was linked to clear-cell renal cell carcinoma by differential expression and Mendelian randomization, without a machine-learning signature.	batch-08
MED:41411923	MED	41411923	Multi-omics characterization identifies AHCY as a prognostic biomarker driving immunometabolic reprogramming in bladder cancer.	2026	Transl Oncol	10.1016/j.tranon.2025.102652	Excluded	wrong intervention	AHCY was associated with bladder cancer survival by multi-omics correlation and Cox analysis, without a machine-learning discovery model.	batch-08
