record_id,study_label,title,year,journal,doi,tumor_site,tumor_site_detail,study_design,data_source,data_source_detail,n_analytic,n_unit,data_modality,data_modality_detail,ai_task,algorithm,input_features,biomarker_result,clinical_purpose,performance_metric,performance_value,validation_level,validation_detail,code_availability,data_availability,reporting_guideline,funding,conflicts_of_interest,key_finding,limitations_as_stated,other_key_outcomes,extractor_id,extracted_at,extraction_status,extraction_note,needs_review,pilot_batch
REC-AIBIOGU-000015,Zhou2026,Network toxicology & molecular docking: endocrine-disrupting chemicals induce prostate cancer - a system study.,2026,Int J Clin Exp Pathol,10.62347/pgnw5316,prostate,,Network toxicology and MR-integrated GEO transcriptomics with explainable XGBoost-SHAP,multiple_public,"402 integrated GEO transcriptomes (GSE46602/GSE55945 training; GSE60329, GSE69223, GSE246282 validation) plus EDC target docking",402,samples,transcriptomics,Merged microarray/RNA-seq with WGCNA and network toxicology prior,biomarker_discovery_association,Explainable XGBoost with SHAP for five-gene diagnostic signature,"NR3C1, CALM1, MET, STAT3, CES1 core signature",Five-gene EDC-linked PCa diagnostic signature,diagnostic,AUC,AUC >0.90 across multiple independent GEO cohorts (abstract),external_cohort,Three GEO cohorts held out from discovery pair for signature evaluation after batch correction.,NR,NR,none_stated,NR,NR,Integrative pipeline linked EDC targets to a five-gene transcriptomic signature with high cross-cohort discrimination and in silico binding support.,No matched EDC exposure quantification in GEO; docking static; cross-sectional inferential design.,Molecular docking ΔG < -7 kcal/mol for EDC-target pairs; WGCNA/network toxicology layers.,REV-ALCIDES-AI,2026-09-23,needs_review,Paper anchor is EDC network toxicology and docking; ML signature is secondary explainable prioritization layer.,yes,batch-01
REC-AIBIOGU-000016,Luo2026,A novel prognostic signature based on mitochondrial permeability transition-driven necrosis genes for biochemical recurrence prediction in prostate cancer.,2026,Front Oncol,10.3389/fonc.2026.1775602,prostate,,TCGA-PRAD training with GEO GSE70768 external BCR-FS prognostic model,multiple_public,TCGA-PRAD training (396 tumors with BCR follow-up); external validation GSE70768 (n=111 with BCR-FS),396,patients,transcriptomics,Bulk RNA-seq MPT-DN-related gene Cox/ML selection,prognostic_prediction,"WGCNA, Cox regression, and machine learning feature selection (LASSO mentioned in limitations)","TREM2, FNDC1, S100A8 prognostic genes",Three-gene MPT-DN-related BCR-FS risk score,prognostic,AUC,AUC approximately 0.65–0.70 in external validation (per appraisal_note; numeric detail truncated in slice),external_cohort,GSE70768 used as independent external BCR-FS validation cohort after TCGA model development.,NR,yes,none_stated,NR,NR,Three-gene risk model stratified BCR-FS with immune and drug-sensitivity differences between risk groups; protein validation in tissues/cell lines.,Limited BCR events vs multi-step selection; public-data-only; drug sensitivity from cell-line databases.,"Western blot/qPCR validation of TREM2, FNDC1, S100A8.",REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal notes modest discrimination (AUC ~0.65–0.70) despite genuine external cohort.,yes,batch-01
REC-AIBIOGU-000017,Ding2026,Development and validation of an MRI radiomics-based model for predicting progression risk in prostate cancer after endocrine therapy.,2026,Transl Androl Urol,10.21037/tau-2025-1-912,prostate,,Retrospective MRI radiomics-clinical nomogram for post–endocrine-therapy progression,own_cohort,136 endocrine-therapy PCa patients; train n=95 and internal validation n=41 (7:3); external validation n=52,136,patients,radiology_imaging,MRI radiomics features combined with clinicopathologic predictors,prognostic_prediction,Radiomics feature selection with multivariable Cox/logistic nomogram integration,"PSA nadir time, Gleason score, T stage, bone metastasis, and radiomics score",Radiomics-clinical progression nomogram after endocrine therapy,prognostic,C-index,"C-index 0.884 training, 0.839 internal validation, 0.795 external validation",external_cohort,Separate external set (n=52) plus internal 7:3 split for model development.,NR,NR,none_stated,NR,NR,"Combined MRI radiomics and clinical factors predicted post–endocrine-therapy progression/PFS with consistent discrimination across train, internal, and external sets.",NR,Kaplan–Meier stratification by nomogram cutoff 79.44; DCA supported utility.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-01
REC-AIBIOGU-000025,Kilicarslan2026,"Bioinformatics and machine learning integration reveals a novel 4-gene (GFUS, ARHGAP8, NBL1, and ACTB) biomarker model for prostate cancer.",2026,Discov Oncol,10.1007/s12672-025-04369-z,prostate,,GEO microarray integration with graph-convolutional feature selection and ensemble classifiers for a four-gene prostate cancer diagnostic signature,GEO,"Discovery GSE3325, GSE6919, GSE55945, and GSE26910 (n=179; 19, 127, 21, and 12 samples); external validation GSE46602 (n=50)",179,samples,transcriptomics,Harmonized microarray expression collapsed to HGNC symbols,diagnostic_prediction,"Graph-convolutional feature selection with a hybrid random forest and LightGBM classifier; C5, AdaBoost, SVM, random forest, and LightGBM compared under nested cross-validation","Four-gene panel GFUS, ARHGAP8, NBL1, and ACTB",Four-gene diagnostic signature for prostate cancer versus non-cancer samples,diagnostic,AUC,"Discovery hybrid model AUC 0.9612 (accuracy 95.37%, sensitivity 94.02%, specificity 95.80%); external GSE46602 hybrid AUC 0.90 with accuracy above 91%",external_cohort,"Nested cross-validation on the merged discovery GEO sets, then independent GSE46602 (n=50) covering prostate cancer",yes,yes,none_stated,Princess Nourah bint Abdulrahman University Researchers Supporting Project (PNURSP2026R751),none_declared,"A hybrid random forest-LightGBM model using GFUS, ARHGAP8, NBL1, and ACTB discriminated prostate cancer in the discovery set (AUC 0.9612) and retained AUC 0.90 on GSE46602.","Public datasets lacked PSA, Gleason score, and stage, so multivariate Cox models were not possible; the study is hypothesis-generating and in silico only.","Discovery AUCs for comparators: C5 0.9257, AdaBoost 0.9098, SVM 0.8926, random forest 0.9519, LightGBM 0.9578. Code: https://github.com/serhatklc/prostate_v1",REV-ALCIDES-AI,2026-09-23,complete,Primary performance is the discovery hybrid AUC; external GSE46602 AUC is reported as 0.90.,no,batch-01
REC-AIBIOGU-000027,Xue2026,Multi-omics analyses related to unfolded protein response in prostate cancer implicate pro-tumor role of IFRD1.,2026,Front Immunol,10.3389/fimmu.2026.1744197,prostate,,scRNA-guided bulk UPR signature with integrative ML and multi-cohort validation,multiple_public,"TCGA-PRAD training (496 tumors); scRNA GSE185344/GSE141445; external GSE116918, GSE21034, GSE70769, DKFZ2018 for UPRRS/IFRD1 validation",496,patients,multiomics,scRNA-seq UPR mapping plus bulk RNA seven-gene UPRRS (LASSO/RF-Cox),prognostic_prediction,"Univariate Cox, random forest importance, and LASSO (10-fold CV) integrative selection","Seven UPR-related genes including IFRD1, DDIT3, HSPA5",Seven-gene UPR-related prognostic signature (UPRRS),prognostic,C-index,C-index >0.82 and AUC >0.80 in TCGA training and three external cohorts (abstract),external_multicenter,UPRRS tested in TCGA plus three independent public validation cohorts; IFRD1 validated in additional datasets.,yes,NR,none_stated,NR,NR,UPRRS independently predicted prognosis beyond stage/Gleason and associated with immunosuppressive TME and chemoresistance patterns.,NR,In vitro IFRD1 knockdown reduced proliferation/migration; nomogram for clinical use.,REV-ALCIDES-AI,2026-09-23,complete,"GitHub TCGAplot tool noted in appraisal as visualization support, not full pipeline code.",no,batch-01
REC-AIBIOGU-000028,Wang2026,Palmitoylation-related gene expression and its prognostic value in prostate cancer: insights into immune infiltration and therapeutic potential.,2026,Transl Androl Urol,10.21037/tau-2025-477,prostate,,Multi-public PRG palmitoylation prognostic signature with ten-algorithm integrative ML,multiple_public,"TCGA training with cross-cohort validation in DKFZ, MSKCC, E-MTAB-6128, GSE70768, GSE70769; scRNA from PCaProfiler; own qPCR on 20 tissues",NR,patients,transcriptomics,Bulk RNA plus scRNA-derived PRG features and ssGSEA palmitoylation scores,prognostic_prediction,Integrative combination of 10 ML algorithms; highest mean C-index model selected,Palmitoylation-related gene signature (hub CHRNA2 among others),PRG-related prognostic risk score (PRGRS),prognostic,other,"Highest-average C-index model selected by tenfold cross-validation across TCGA and external cohorts, with Kaplan-Meier separation of recurrence-free survival; no numeric C-index or AUC is printed",external_multicenter,"All algorithm pairs cross-validated with independent DKFZ, ArrayExpress, GEO, and MSKCC cohorts.",NR,NR,none_stated,Zhejiang Provincial Natural Science Foundation (LY22H160009).,none_declared,Palmitoylation score and PRGRS stratified BCR-free survival and immune/drug-response phenotypes with experimental CHRNA2 validation.,NR,oncoPredict IC50 differences by risk group; qPCR in 20 PRAD tissues.,REV-ALCIDES-AI,2026-09-23,needs_review,The full text does not report a numeric performance metric.,yes,batch-01
REC-AIBIOGU-000029,Li2026,Genetic relationships between the gut microbiota and prostate cancer: Mendelian randomization combined with bioinformatics analysis.,2026,Aging Male,10.1080/13685538.2026.2615561,prostate,,Two-sample MR of gut microbiota with GEO ML nomogram for PCa risk,multiple_public,Finnish FINRISK gut microbiota GWAS instruments; PCa GWAS ieu-b-4809; GEO train GSE5377/GSE27616/GSE46602 (83 samples) and validation GSE200879 (138 samples),83,samples,genomics,MR instruments plus GEO expression DEAGs; four ML models for feature genes,biomarker_discovery_association,"Four machine learning models compared; nomogram from PLCL1, VSNL1, ROR2, NRXN3, TEAD1 feature genes",Five DEAG feature genes linked to MR-positive microbiota exposures,Microbiota-associated five-gene PCa risk nomogram,diagnostic,AUC,External-validation AUC = 1 for the combined feature-gene diagnostic model (Figure 7F),external_cohort,GSE200879 held out after training on merged first three GEO sets; MR layer separate from expression ML.,NR,NR,other,NR,NR,MR identified 16 gut taxa causally associated with PCa and a five-gene expression nomogram for risk quantification.,European-focused GWAS; no gender-stratified microbiota; needs experimental verification.,Colocalization yielded 144 shared genes; STROBE-MR checklist referenced.,REV-ALCIDES-AI,2026-09-23,needs_review,The full text states an area under the curve value of 1 for the feature-gene model on external validation. That perfect AUC needs review as possible overfitting. Individual-gene AUCs are not printed.,yes,batch-01
REC-AIBIOGU-000031,Ge2026,Integrative single-cell and spatial transcriptomics with explainable AI reveal lethal prognostic axis in prostate cancer.,2026,NPJ Digit Med,10.1038/s41746-025-02297-4,prostate,,scRNA/spatial atlas plus 101 ML pipelines for C4 epithelial prognostic model with experimental PCSK1N validation,multiple_public,scRNA GSE274229; spatial GSE278936/10x; bulk TCGA-PRAD (n=498) with external GSE21032 (n=140) and GSE70770 (n=203),498,patients,multiomics,"141,986 scRNA cells, spatial deconvolution, bulk RNA Lasso+PLS-Cox C4 risk score",prognostic_prediction,101 ML pipelines benchmarked; Lasso plus PLS-Cox selected with SHAP interpretation,"C4 malignant epithelial program genes (e.g., MT1M, PCSK1N, ACSL3)",C4-based explainable recurrence-free survival risk score,prognostic,C-index,"Nomogram C-index 0.751; merged training time-dependent AUC 0.802, 0.776, and 0.739 at 1, 3, and 5 years (HR 4.53, 95% CI 3.19-6.41)",external_cohort,TCGA-PRAD development with MSKCC/GSE21032 and GSE70770 external evaluation; orthogonal organoid/xenograft PCSK1N experiments.,upon_request,yes,none_stated,Shanghai Pudong grants (PKJ2023-Y28 and related).,none_declared,"C4 lethal epithelial axis risk score predicted RFS independently of age, Gleason, and T stage with experimental PCSK1N functional support.",Modest sample size; spatial technical limits; causality not fully proven.,Spatial immune niche mapping; enzalutamide resistance modulation by PCSK1N.,REV-ALCIDES-AI,2026-09-23,complete,"The algorithm screen used mean C-index, which is not printed as a number. The reported nomogram C-index is 0.751.",no,batch-01
REC-AIBIOGU-000032,Morgan2025,Development and Validation of a Multimodal Artificial Intelligence-derived Digital Pathology-based Biomarker Predicting Metastasis Among Patients with Biochemical Recurrence After Radical Prostatectomy in NRG/RTOG Trials.,2025,Eur Urol,10.1016/j.eururo.2025.12.007,prostate,,Post-RP salvage digital pathology MMAI model validated in NRG/RTOG trial cohorts,other_public,Locked MMAI trained on trial development split; validation in 533 NRG/RTOG 9601+0534 BCR patients receiving SRT±HT,533,patients,digital_pathology,"H&E whole-slide image features plus clinical variables (Grade Group, pT, pre-SRT PSA, age, margin)",prognostic_prediction,Multi-modal AI histopathology model with Cox regression on locked MMAI score,Digital pathology image features and five clinical covariates,Post-RP MMAI distant-metastasis risk score,prognostic,AUC,10-year time-dependent AUC 0.74 for MMAI vs 0.68 clinical nomogram; SHR 2.17 per SD for DM,external_multicenter,Pre-specified validation in combined NRG/RTOG randomized trial cohorts with median 9.3-year follow-up.,NR,upon_request,none_stated,NR,NR,MMAI score independently stratified 10-year distant metastasis after salvage RT±HT and differentiated HT benefit by risk group.,Archived trial cohorts; external prospective validation ongoing.,Binary high/low risk 10-year DM rates 25% vs 8.8%.,REV-ALCIDES-AI,2026-09-23,complete,Trial data available by request from NCTN/NRG rather than fully open repositories.,no,batch-01
REC-AIBIOGU-000034,Lin2025,Senescence-related gene signature predicts prostate cancer progression and identifies PCNA as a therapeutic target via multi-omics machine learning integration.,2025,Br J Cancer,10.1038/s41416-025-03309-6,prostate,,117-method ML senescence signature with scRNA/bulk trajectory and own 90-patient cohort validation,public_plus_own,"Six public BCR cohorts (TCGA-PRAD, Stockholm, Cambridge, CancerMap, GSE54460, Taylor) plus SYSU-PRAD in-house n=90",NR,patients,multiomics,"Bulk RNA-seq, scRNA-seq, and proteomics/WES in SYSU cohort",prognostic_prediction,117 machine-learning method screen; highest mean C-index model selected (SuperPC among methods listed),Senescence-related gene signature (SRGS) with PCNA highlighted,SRGS senescence-related prognostic signature,prognostic,AUC,"SRGS AUC: TCGA-PRAD 0.709, Stockholm 0.693, Cambridge 0.68, CancerMap 0.714, GSE54460 0.6551, Taylor 0.747; SYSU-PRAD AUC 0.6969, 0.7559, and 0.7869 at 1, 2, and 3 years",external_multicenter,Cross-cohort C-index ranking plus independent SYSU-PRAD cohort of 90 patients.,NR,NR,none_stated,NR,NR,SRGS predicted progression and AR-inhibitor outcomes with PCNA validated as functional driver via AOH1996 inhibition.,NR,Pseudo-time trajectory linking SRGS to disease progression.,REV-ALCIDES-AI,2026-09-23,complete,"Models were ranked by average C-index, but that C-index is not printed. Reported AUCs are used as the performance value.",no,batch-01
REC-AIBIOGU-000036,Yang2025,A New Radiotranscriptomic Approach to Analyze Combined Sets of T3b Stage-Specific Genes and Radiomic Features in Prostate Cancer.,2025,Cancer Rep (Hoboken),10.1002/cnr2.70391,prostate,,Prospective single-center radiotranscriptomic classification of pathological stage T3b versus T2c prostate cancer,own_cohort,"Chinese PLA General Hospital; 48 biopsy-confirmed prostate cancers (35 T2c, 13 T3b) with CEUS and stage-specific mRNA/miRNA",48,patients,other,Contrast-enhanced ultrasound radiomics plus stage-specific mRNA and miRNA,diagnostic_prediction,"Multivariate logistic regression, random forest, naive Bayes, and support vector machine","CEUS radiomic texture features and six stage markers (frizzled 4, RPS7, RPL29, miR-374c, miR-9, miR-6510)",Combined radiotranscriptomic classifier of T3b versus T2c stage,diagnostic,AUC,"Combined set AUC 0.887 (random forest), 0.956 (naive Bayes), and 0.996 (SVM)",internal_split_only,Single-center cohort. Supplementary Table S3 reports AUC after splitting datasets into 10 runs; methods do not name k-fold cross-validation or an external cohort. T3b subgroup n=13.,NR,upon_request,none_stated,National Social Science Fund of China (2024-SKJJ-B-047); National Key Research and Development Program of China (2024YFB3214400); Natural Science Basic Research Program of Shaanxi Province (2023-JC-QN-0912),none_declared,The combined CEUS radiomic and transcriptomic feature set separated T3b from T2c with higher AUC than transcriptomic or clinical features alone.,T3b subgroup n=13 and single-center cross-sectional design may introduce selection bias; multi-ethnic and longitudinal validation are still required.,"Radiomic-only AUC 0.921, 0.957, and 0.998; transcriptomic-only AUC 0.583, 0.716, and 0.898; clinical-only AUC 0.585, 0.675, and 0.953 (random forest, naive Bayes, and SVM).",REV-ALCIDES-AI,2026-09-23,needs_review,"AUCs are printed, but the full text only says supplementary results were split into 10 runs and does not define cross-validation. T3b n=13 and an SVM AUC of 0.996 need review.",yes,batch-01
REC-AIBIOGU-000037,Marouf2025,Identification of Potential Biomarkers in Prostate Cancer Microarray Gene Expression Leveraging Explainable Machine Learning Classifiers.,2025,Cancers (Basel),10.3390/cancers17233853,prostate,,Explainable ML on tissue microarray expression for severity stratification,own_cohort,Novel tissue microarray dataset n=102 (PCa and healthy),102,samples,transcriptomics,Microarray with SMOTE/Tomek and k-fold stratified CV,classification_subtyping,"NB, RF, DT, SVM, LR, Bagging with SHAP explainability","Top genes include DEGS1, HPN, ERG, CFD, TMPRSS2, PDLIM5, XBP1, AJAP1, NPM1, C7",Severity-stratification gene biomarker panel,subtyping,accuracy,Highest accuracy 81.01% with Random Forest,internal_cv,K-fold stratified validation only; no external cohort.,yes,NR,none_stated,NR,NR,XML pipeline prioritized interpretable gene biomarkers for PCa severity with RF achieving ~81% accuracy.,Small single-cohort microarray study.,SHAP-based feature importance for clinical interpretability.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags n=102 and no external validation despite GitHub code transparency.,yes,batch-01
REC-AIBIOGU-000038,Chen2025,Identification of programmed cell death associated key genes in benign prostatic hyperplasia and prostate cancer development by integrated bioinformatics analysis and machine learning.,2025,Transl Androl Urol,10.21037/tau-2025-527,prostate,,GEO PCD-gene bioinformatics with four ML selectors for BPH vs PCa nomogram,GEO,GSE55597 and GSE119195 with cross-dataset BMP5/CYP1B1 nomogram; TCGA PRAD used for additional validation,NR,samples,transcriptomics,Microarray DEG intersection and LASSO/XGBoost/RF/Boruta reduction,diagnostic_prediction,"LASSO, XGBoost, random forest, and Boruta consensus to two-gene model",BMP5 and CYP1B1 hub genes,Two-gene BPH/PCa risk nomogram,diagnostic,AUC,"AUC 0.988 (GSE55597); AUC 1.0 (GSE119195, authors flag implausible)",internal_split_only,Performance computed by swapping GEO datasets used for development vs testing rather than independent cohorts.,NR,NR,none_stated,NR,NR,BMP5 and CYP1B1 nomogram discriminated BPH versus PCa with high in-sample AUC on both source GEO datasets.,Requires prospective clinical validation.,CYP1B1 associated with PCa prognosis in TNM multivariable analysis.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags implausible AUC=1.0 in GSE119195 and lack of genuine independent external validation.,yes,batch-01
REC-AIBIOGU-000039,Liao2025,Methylation-based signature to distinguish indolent and aggressive prostate cancer.,2025,Biol Open,10.1242/bio.062281,prostate,,Whole-genome enzymatic methylation sequencing with ML biomarker selection,own_cohort,120 PCBN patients with EM-seq; intermediate-risk subgroup used for validation split,120,patients,epigenomics_methylation,"20,849 DMRs reduced to 14-region methylation signature",prognostic_prediction,Multiple ML approaches compared for optimal methylation biomarkers,14-region DNA methylation signature combined into risk score,14-DMR aggressive-progression methylation risk score,prognostic,other,Clinically meaningful odds ratio for aggressive progression (numeric OR truncated in slice),internal_holdout,Validation on internal intermediate-risk subgroup split rather than separate external cohort.,yes,NR,none_stated,NR,NR,Methylation risk score outperformed traditional clinical indices for aggressive PCa progression prediction.,NR,GitHub-hosted analysis code and figures.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags no true external cohort—validation was internal intermediate-risk subgroup split.,yes,batch-01
REC-AIBIOGU-000041,Wang2025,Integrated Analysis of Single-Cell RNA Sequencing and Machine Learning Reveals a T Cell-Specific PANoptosis Signature Predicting Prognosis and Immunotherapy in Prostate Cancer.,2025,Hum Mutat,10.1155/humu/8889021,prostate,,retrospective cohort / translational bioinformatic (scRNA-seq + bulk transcriptomics + integrative ML + in vitro functional validation),public_plus_own,"Public: TCGA-PRAD (training, n=461 [231 low-risk+230 high-risk]); external validation GSE70768 (n=111), GSE94767 (n=183), DKFZ cBioPortal (n=81); scRNA-seq GSE185344 (7 paired benign/PCa tissues, 44,619 cells); immunotherapy response cohorts IMvigor210, GSE78220, GSE135222, GSE91061. Own: 11 BPH + 49 PCa tissue specimens (Third Affiliated Hospital of Sun Yat-sen University, 2016-2020) used for IHC/qPCR/functional in vitro validation of UBB, not part of the predictive model training/validation set.",461,patients,transcriptomics,"scRNA-seq (GSE185344, T cell-specific gene discovery) + bulk RNA-seq (TCGA + 3 external cohorts) for signature construction/validation",prognostic_prediction,"Integrative ML framework: 10 survival algorithms (Lasso, Ridge, Elastic Net, Random Survival Forest, CoxBoost, Survival-SVM, plsRcox, Stepwise Cox, SuperPC, GBM) combined into 101 model pairings via 10-fold CV; optimal combination = Lasso + plsRcox","67 T cell-specific PANoptosis-related genes (TSPRGs), from intersection of 677 T cell-specific DEGs (scRNA-seq, benign vs PCa) and 976 PANoptosis-related genes",Consensus 9-gene T cell-specific PANoptosis signature (TSPS),prognostic,C-index,"Optimal model (Lasso+plsRcox) mean C-index 0.682 across TCGA/GSE70768/GSE94767/DKFZ. Time-dependent AUC for biochemical relapse-free survival at 1/3/5-yr: TCGA 0.77/0.78/0.77; GSE70768 0.55/0.62/0.88; GSE94767 0.59/0.63/0.67; DKFZ 0.76/0.81/0.70. Meta-analysis HR=3.28 (95% CI 2.09-5.13), p<0.001.",external_multicenter,"Model trained on TCGA with 10-fold CV; independently validated (same risk formula, no refitting) in three separate external public cohorts (GSE70768, GSE94767, DKFZ) plus 4 independent immunotherapy-response cohorts (IMvigor210, GSE78220, GSE135222, GSE91061) for treatment-response utility.",NR,yes,none_stated,NR,NR,"A consensus 9-gene T cell-specific PANoptosis signature (TSPS), selected via an integrative ML framework (Lasso+plsRcox, mean C-index 0.682), stratifies PCa prognosis across 4 independent cohorts (AUC ~0.55-0.88) and predicts differential immunotherapy response across 4 immunotherapy cohorts; UBB, a signature gene, was validated by IHC as overexpressed in PCa and its knockdown inhibited PCa cell proliferation and invasion in vitro.",NR (not captured in extracted Abstract/Intro/Methods/partial Results excerpt),"scRNA-seq/CellChat analysis characterized T cell-centric cell-cell communication remodeling in PCa vs benign tissue (e.g., TNF-TNFRSF1 macrophage signaling); CTRP/PRISM drug-sensitivity screening identified 18 candidate compounds for high-risk patients.",REV-ALCIDES-AI,2026-09-23,complete,Codebook note: study reports both C-index (used for model selection/comparison across algorithms) and time-dependent AUC (used for per-cohort survival discrimination) as co-primary metrics; performance_metric forced to a single value (C-index chosen as the model-selection criterion) with AUC detail retained in performance_value. n_analytic reflects the TCGA training cohort; three additional external cohorts (n=111/183/81) were used for validation only.,no,pilot
REC-AIBIOGU-000042,Zhai2025,Quantification of intratumoral heterogeneity using habitat-based MRI radiomics for predicting high-Gleason scores and castration-resistant PCa: retrospective study.,2025,BMC Cancer,10.1186/s12885-025-15300-8,prostate,,Single-center MRI habitat radiomics for high-GS and CRPC prediction tasks,own_cohort,Task 1 n=264 (train 184/val 80); Task 2 high-GS follow-up n=142 with 25 CRPC events,264,patients,radiology_imaging,T2WI/DWI/ADC habitat and whole-tumor radiomics with ITH signatures,prognostic_prediction,Multivariable logistic regression combining ITH/radiomics and clinical variables,Intratumoral heterogeneity habitat radiomics signatures,ITH-based models for high-GS (Task 1) and CRPC development (Task 2),risk_stratification,AUC,Task1 combined model AUC 0.900 train/0.832 test; Task2 ITH AUC 0.802 train/0.840 test,internal_holdout,Random 7:3 internal splits; Task 2 limited to 25 CRPC events among 142 followed patients.,NR,NR,none_stated,NR,NR,Habitat MRI radiomics ITH signatures predicted high Gleason disease and short-interval CRPC after ADT in high-GS patients.,Authors state need for external validation; small CRPC event count.,DCA supported clinical utility for Task 1 models.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags single-center design and high overfitting risk in Task 2 (25 CRPC events).,yes,batch-01
REC-AIBIOGU-000043,Tang2025,Unveiling prognostic biomarkers and immunotherapeutic insights in prostate cancer through multi-omics and machine learning.,2025,Eur J Med Res,10.1186/s40001-025-03363-z,prostate,,"scRNA/bulk integrative ML (14 algorithms, 162 pairs) for immune-prognostic IPRS",multiple_public,Bulk and scRNA public datasets with TCGA-centered training and separate test cohort (n≈248 in slice),248,patients,multiomics,Bulk RNA plus scRNA TME deconvolution for 91 prognostic TME genes,prognostic_prediction,Integrative framework across 14 algorithms and 162 combinations for consensus IPRS,Immune/prognostic-related gene consensus signature (IPRS) including BCAM,IPRS immune-prognostic consensus signature,prognostic,AUC,"Time-dependent 1/3/5-year AUCs 0.798/0.823/0.848, 0.984/0.782/0.710, and 0.722/0.693/0.711 on the TCGA, DKFZ, and GSE116918 panels; Gleason-grade AUC 0.706",external_cohort,Systematic validation in held-out test cohort with multivariate nomogram.,NR,NR,none_stated,NR,NR,IPRS predicted biochemical recurrence and immune/drug-response phenotypes with experimental BCAM validation.,NR,Immunotherapy and drug-selection applicability analyses.,REV-ALCIDES-AI,2026-09-23,complete,"The Lasso-CoxBoost model was chosen after comparing average C-index, which is not printed. Figure panels print the time-dependent AUCs.",no,batch-01
REC-AIBIOGU-000044,Ji2025,PA2G4 in CAFs promotes biochemical recurrence of prostate cancer via H3K18la.,2025,Cell Biosci,10.1186/s13578-025-01485-9,prostate,,scRNA-derived CAF lactate metabolism signature with bulk ML prognostic index,multiple_public,scRNA GSE141445; TCGA n=421 training; GSE70769 (n=92) and GSE46602 (n=36) validation,421,patients,multiomics,scRNA CAF lactate genes plus bulk LMCAFCPI machine learning,prognostic_prediction,Unsupervised clustering and ML-derived LMCAFCPI with nomogram,CAF lactate metabolism-associated transcriptomic signature (CLS) and LMCAFCPI,LMCAFCPI lactate-metabolism prognostic index,prognostic,AUC,"Average AUC for BCR-free survival: TCGA 0.6938, GSE54460 0.709, GSE116918 0.7294, GSE70769 0.6742",external_cohort,GEO cohorts GSE70769 and GSE46602 used for external validation after TCGA training.,NR,NR,none_stated,NR,NR,LMCAFCPI stratified BCR risk and linked to immune infiltration; PA2G4 validated functionally in CAF co-culture models.,NR,CUT&Tag H3K18la mechanism with PA2G4 knockdown in CAFs.,REV-ALCIDES-AI,2026-09-23,complete,"CoxBoost plus survival-SVM was selected by the highest average C-index, which is not printed. Cohort AUCs are the reported performance numbers.",no,batch-01
